Id,SleepDay,key,TotalSleepRecords,TotalSleepMinutes,TotalBedMinutes,Sleep Efficiency %,Day of Week,Day Type
6962181067,5/11/2016,6962181067-05/11/2016,1,452,480,94.17,Wednesday,Weekday
6962181067,5/12/2016,6962181067-05/12/2016,1,516,535,96.45,Thursday,Weekday
7086361926,4/12/2016,7086361926-04/12/2016,1,514,525,97.90,Tuesday,Weekday
7086361926,4/13/2016,7086361926-04/13/2016,1,451,465,96.99,Wednesday,Weekday
7086361926,4/14/2016,7086361926-04/14/2016,1,472,476,99.16,Thursday,Weekday
7086361926,4/15/2016,7086361926-04/15/2016,1,377,386,97.67,Friday,Weekday
7086361926,4/19/2016,7086361926-04/19/2016,1,472,483,97.72,Tuesday,Weekday
7086361926,4/20/2016,7086361926-04/20/2016,1,492,502,98.01,Wednesday,Weekday
7086361926,4/21/2016,7086361926-04/21/2016,1,390,411,94.89,Thursday,Weekday
7086361926,4/22/2016,7086361926-04/22/2016,1,428,448,95.54,Friday,Weekday
7086361926,4/24/2016,7086361926-04/24/2016,1,681,704,96.73,Sunday,Weekend
7086361926,4/25/2016,7086361926-04/25/2016,1,446,447,99.78,Monday,Weekday
7086361926,4/26/2016,7086361926-04/26/2016,1,485,500,97.00,Tuesday,Weekday
7086361926,4/27/2016,7086361926-04/27/2016,1,469,479,97.91,Wednesday,Weekday
7086361926,4/28/2016,7086361926-04/28/2016,1,354,367,96.46,Thursday,Weekday
7086361926,4/30/2016,7086361926-04/30/2016,1,485,489,99.18,Saturday,Weekend
7086361926,5/1/2016,7086361926-05/01/2016,1,388,407,95.33,Sunday,Weekend
7086361926,5/2/2016,7086361926-05/02/2016,1,440,459,95.86,Monday,Weekday
7086361926,5/3/2016,7086361926-05/03/2016,1,456,461,98.92,Tuesday,Weekday
7086361926,5/4/2016,7086361926-05/04/2016,1,420,436,96.33,Wednesday,Weekday
7086361926,5/6/2016,7086361926-05/06/2016,1,322,333,96.70,Friday,Weekday
7086361926,5/7/2016,7086361926-05/07/2016,1,530,548,96.72,Saturday,Weekend
7086361926,5/8/2016,7086361926-05/08/2016,1,481,510,94.31,Sunday,Weekend
7086361926,5/9/2016,7086361926-05/09/2016,1,427,438,97.49,Monday,Weekday
7086361926,5/11/2016,7086361926-05/11/2016,1,451,463,97.41,Wednesday,Weekday
7086361926,5/12/2016,7086361926-05/12/2016,1,444,457,97.16,Thursday,Weekday
8053475328,4/20/2016,8053475328-04/20/2016,1,486,493,98.58,Wednesday,Weekday
8053475328,4/23/2016,8053475328-04/23/2016,1,331,337,98.22,Saturday,Weekend
8378563200,4/12/2016,8378563200-04/12/2016,1,338,356,94.94,Tuesday,Weekday
8378563200,4/13/2016,8378563200-04/13/2016,2,447,487,91.79,Wednesday,Weekday
8378563200,4/14/2016,8378563200-04/14/2016,1,424,455,93.19,Thursday,Weekday
8378563200,4/15/2016,8378563200-04/15/2016,1,513,533,96.25,Friday,Weekday
8378563200,4/16/2016,8378563200-04/16/2016,2,611,689,88.68,Saturday,Weekend
8378563200,4/17/2016,8378563200-04/17/2016,2,525,591,88.83,Sunday,Weekend
8378563200,4/18/2016,8378563200-04/18/2016,1,398,451,88.25,Monday,Weekday
8378563200,4/19/2016,8378563200-04/19/2016,1,387,421,91.92,Tuesday,Weekday
8378563200,4/20/2016,8378563200-04/20/2016,1,381,409,93.15,Wednesday,Weekday
8378563200,4/21/2016,8378563200-04/21/2016,1,396,417,94.96,Thursday,Weekday
8378563200,4/22/2016,8378563200-04/22/2016,1,441,469,94.03,Friday,Weekday
8378563200,4/23/2016,8378563200-04/23/2016,1,565,591,95.60,Saturday,Weekend
8378563200,4/24/2016,8378563200-04/24/2016,1,458,492,93.09,Sunday,Weekend
8378563200,4/25/2016,8378563200-04/25/2016,1,388,402,96.52,Monday,Weekday
8378563200,4/26/2016,8378563200-04/26/2016,1,550,584,94.18,Tuesday,Weekday
8378563200,4/27/2016,8378563200-04/27/2016,1,531,600,88.50,Wednesday,Weekday
8378563200,4/28/2016,8378563200-04/28/2016,1,506,556,91.01,Thursday,Weekday
8378563200,4/29/2016,8378563200-04/29/2016,1,527,562,93.77,Friday,Weekday
8378563200,4/30/2016,8378563200-04/30/2016,1,468,555,84.32,Saturday,Weekend
8378563200,5/1/2016,8378563200-05/01/2016,1,475,539,88.13,Sunday,Weekend
8378563200,5/2/2016,8378563200-05/02/2016,1,351,385,91.17,Monday,Weekday
8378563200,5/3/2016,8378563200-05/03/2016,1,405,429,94.41,Tuesday,Weekday
8378563200,5/4/2016,8378563200-05/04/2016,1,441,477,92.45,Wednesday,Weekday
8378563200,5/5/2016,8378563200-05/05/2016,1,381,417,91.37,Thursday,Weekday
8378563200,5/6/2016,8378563200-05/06/2016,1,323,355,90.99,Friday,Weekday
8378563200,5/7/2016,8378563200-05/07/2016,2,459,513,89.47,Saturday,Weekend
8378563200,5/8/2016,8378563200-05/08/2016,1,545,606,89.93,Sunday,Weekend
8378563200,5/9/2016,8378563200-05/09/2016,1,359,399,89.97,Monday,Weekday
8378563200,5/10/2016,8378563200-05/10/2016,1,342,391,87.47,Tuesday,Weekday
8378563200,5/11/2016,8378563200-05/11/2016,1,368,387,95.09,Wednesday,Weekday
8378563200,5/12/2016,8378563200-05/12/2016,1,496,546,90.84,Thursday,Weekday
8792009665,4/12/2016,8792009665-04/12/2016,1,458,493,92.90,Tuesday,Weekday
8792009665,4/13/2016,8792009665-04/13/2016,1,531,552,96.20,Wednesday,Weekday
8792009665,4/14/2016,8792009665-04/14/2016,1,486,503,96.62,Thursday,Weekday
8792009665,4/15/2016,8792009665-04/15/2016,1,363,377,96.29,Friday,Weekday
8792009665,4/20/2016,8792009665-04/20/2016,1,528,547,96.53,Wednesday,Weekday
8792009665,4/22/2016,8792009665-04/22/2016,1,391,407,96.07,Friday,Weekday
8792009665,4/23/2016,8792009665-04/23/2016,1,339,360,94.17,Saturday,Weekend
8792009665,4/27/2016,8792009665-04/27/2016,1,423,428,98.83,Wednesday,Weekday
8792009665,4/28/2016,8792009665-04/28/2016,1,402,416,96.63,Thursday,Weekday
8792009665,4/29/2016,8792009665-04/29/2016,1,398,406,98.03,Friday,Weekday
8792009665,4/30/2016,8792009665-04/30/2016,1,343,360,95.28,Saturday,Weekend
8792009665,5/1/2016,8792009665-05/01/2016,1,503,527,95.45,Sunday,Weekend
8792009665,5/2/2016,8792009665-05/02/2016,1,415,423,98.11,Monday,Weekday
8792009665,5/3/2016,8792009665-05/03/2016,1,516,545,94.68,Tuesday,Weekday
8792009665,5/4/2016,8792009665-05/04/2016,1,439,463,94.82,Wednesday,Weekday
