Id,ActivityDate,key,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,sleep status,Day of Week,Day Type,correlation,Id,SleepDay,key,TotalSleepRecords,TotalSleepMinutes,TotalBedMinutes,Sleep Efficiency %,Day of Week,Day Type,Day of Week,Step Group
1927972279,4/26/2016,1927972279-04/26/2016,3761,2.60,2.60,0,0.00,0.00,2.60,0,0,0,192,1058,2638,OK,Tuesday,Weekday,296,1927972279,4/26/2016,1927972279-04/26/2016,1,296,315,93.97,Tuesday,Weekday,Sunday,Low Activity
1927972279,4/27/2016,1927972279-04/27/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/28/2016,1927972279-04/28/2016,1675,1.16,1.16,0,0.00,0.00,1.16,0,0,0,95,1167,2351,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/29/2016,1927972279-04/29/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,4/30/2016,1927972279-04/30/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2064,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/1/2016,1927972279-05/01/2016,2704,1.87,1.87,0,1.01,0.03,0.83,0,14,1,70,1355,2411,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/2/2016,1927972279-05/02/2016,3790,2.62,2.62,0,1.16,0.30,1.16,0,16,8,94,1322,2505,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/3/2016,1927972279-05/03/2016,1326,0.92,0.92,0,0.73,0.00,0.18,0,10,0,17,1413,2195,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/4/2016,1927972279-05/04/2016,1786,1.24,1.24,0,0.00,0.00,1.24,0,0,0,87,1353,2338,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/5/2016,1927972279-05/05/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/6/2016,1927972279-05/06/2016,2091,1.45,1.45,0,0.00,0.00,1.45,0,0,0,108,1332,2383,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/7/2016,1927972279-05/07/2016,1510,1.04,1.04,0,0.00,0.00,1.04,0,0,0,48,1392,2229,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/8/2016,1927972279-05/08/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/9/2016,1927972279-05/09/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/10/2016,1927972279-05/10/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/11/2016,1927972279-05/11/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063,MISSING SLEEP,,,,,,,,,,,,,,
1927972279,5/12/2016,1927972279-05/12/2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,966,1383,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/12/2016,2022484408-04/12/2016,11875,8.34,8.34,0,3.31,0.77,4.26,0,42,14,227,1157,2390,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/13/2016,2022484408-04/13/2016,12024,8.50,8.50,0,2.99,0.10,5.41,0,43,5,292,1100,2601,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/14/2016,2022484408-04/14/2016,10690,7.50,7.50,0,2.48,0.21,4.82,0,32,3,257,1148,2312,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/15/2016,2022484408-04/15/2016,11034,8.03,8.03,0,1.94,0.31,5.78,0,27,9,282,1122,2525,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/16/2016,2022484408-04/16/2016,10100,7.09,7.09,0,3.15,0.55,3.39,0,41,11,151,1237,2177,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/17/2016,2022484408-04/17/2016,15112,11.40,11.40,0,3.87,0.66,6.88,0,28,29,331,1052,2782,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/18/2016,2022484408-04/18/2016,14131,10.07,10.07,0,3.64,0.12,6.30,0,48,3,311,1078,2770,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/19/2016,2022484408-04/19/2016,11548,8.53,8.53,0,3.29,0.24,5.00,0,31,7,250,1152,2489,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/20/2016,2022484408-04/20/2016,15112,10.67,10.67,0,3.34,1.93,5.40,0,48,63,276,1053,2897,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/21/2016,2022484408-04/21/2016,12453,8.74,8.74,0,3.33,1.11,4.31,0,104,53,255,1028,3158,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/22/2016,2022484408-04/22/2016,12954,9.33,9.33,0,4.43,0.42,4.47,0,52,10,273,1105,2638,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/23/2016,2022484408-04/23/2016,6001,4.21,4.21,0,0.00,0.00,4.21,0,0,0,249,1191,2069,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/24/2016,2022484408-04/24/2016,13481,10.28,10.28,0,4.55,1.15,4.58,0,37,26,216,1161,2529,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/25/2016,2022484408-04/25/2016,11369,8.01,8.01,0,3.33,0.22,4.46,0,44,8,217,1171,2470,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/26/2016,2022484408-04/26/2016,10119,7.19,7.19,0,1.43,0.66,5.11,0,55,24,275,1086,2793,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/27/2016,2022484408-04/27/2016,10159,7.13,7.13,0,1.04,0.97,5.12,0,19,20,282,1119,2463,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/28/2016,2022484408-04/28/2016,10140,7.12,7.12,0,0.41,1.33,5.39,0,6,20,291,1123,2296,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/29/2016,2022484408-04/29/2016,10245,7.19,7.19,0,0.48,1.21,5.50,0,21,40,281,1098,2611,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,4/30/2016,2022484408-04/30/2016,18387,12.91,12.91,0,0.94,1.40,10.57,0,13,23,361,1043,2732,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/1/2016,2022484408-05/01/2016,10538,7.40,7.40,0,1.94,0.96,4.50,0,25,28,245,1142,2380,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/2/2016,2022484408-05/02/2016,10379,7.29,7.29,0,2.61,0.34,4.33,0,36,8,277,1119,2473,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/3/2016,2022484408-05/03/2016,12183,8.74,8.74,0,3.99,0.46,4.28,0,72,14,250,1104,2752,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/4/2016,2022484408-05/04/2016,11768,8.29,8.29,0,2.51,0.93,4.85,0,36,27,272,1105,2649,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/5/2016,2022484408-05/05/2016,11895,8.35,8.35,0,2.79,0.86,4.70,0,55,20,253,1112,2609,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/6/2016,2022484408-05/06/2016,10227,7.18,7.18,0,1.87,0.67,4.64,0,24,17,295,1104,2498,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/7/2016,2022484408-05/07/2016,6708,4.71,4.71,0,1.61,0.08,3.02,0,20,2,149,1269,1995,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/8/2016,2022484408-05/08/2016,3292,2.31,2.31,0,0.00,0.00,2.31,0,0,0,135,1305,1848,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/9/2016,2022484408-05/09/2016,13379,9.39,9.39,0,2.12,1.63,5.64,0,35,47,297,1061,2709,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/10/2016,2022484408-05/10/2016,12798,8.98,8.98,0,2.22,1.21,5.56,0,57,28,271,1084,2797,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/11/2016,2022484408-05/11/2016,13272,9.32,9.32,0,4.18,1.15,3.99,0,58,25,224,1133,2544,MISSING SLEEP,,,,,,,,,,,,,,
2022484408,5/12/2016,2022484408-05/12/2016,9117,6.41,6.41,0,1.28,0.67,4.44,0,16,16,236,728,1853,MISSING SLEEP,,,,,,,,,,,,,,
2026352035,4/12/2016,2026352035-04/12/2016,4414,2.74,2.74,0,0.19,0.35,2.20,0,3,8,181,706,1459,OK,Tuesday,Weekday,503,2026352035,4/12/2016,2026352035-04/12/2016,1,503,546,92.12,Tuesday,Weekday,Sunday,Low Activity
2026352035,4/13/2016,2026352035-04/13/2016,4993,3.10,3.10,0,0.00,0.00,3.10,0,0,0,238,663,1521,OK,Wednesday,Weekday,531,2026352035,4/13/2016,2026352035-04/13/2016,1,531,565,93.98,Wednesday,Weekday,Sunday,Low Activity
2026352035,4/14/2016,2026352035-04/14/2016,3335,2.07,2.07,0,0.00,0.00,2.05,0,0,0,197,653,1431,OK,Thursday,Weekday,545,2026352035,4/14/2016,2026352035-04/14/2016,1,545,568,95.95,Thursday,Weekday,Sunday,Low Activity
2026352035,4/15/2016,2026352035-04/15/2016,3821,2.37,2.37,0,0.00,0.00,2.37,0,0,0,188,687,1444,OK,Friday,Weekday,523,2026352035,4/15/2016,2026352035-04/15/2016,1,523,573,91.27,Friday,Weekday,Sunday,Low Activity
2026352035,4/16/2016,2026352035-04/16/2016,2547,1.58,1.58,0,0.00,0.00,1.58,0,0,0,150,728,1373,OK,Saturday,Weekend,524,2026352035,4/16/2016,2026352035-04/16/2016,1,524,567,92.42,Saturday,Weekend,Sunday,Low Activity
2026352035,4/17/2016,2026352035-04/17/2016,838,0.52,0.52,0,0.00,0.00,0.52,0,0,0,60,1053,1214,OK,Sunday,Weekend,437,2026352035,4/17/2016,2026352035-04/17/2016,1,437,498,87.75,Sunday,Weekend,Sunday,Low Activity
2026352035,4/18/2016,2026352035-04/18/2016,3325,2.06,2.06,0,0.00,0.00,2.06,0,0,0,182,1062,1419,MISSING SLEEP,,,,,,,,,,,,,,
2026352035,4/19/2016,2026352035-04/19/2016,2424,1.50,1.50,0,0.00,0.00,1.50,0,0,0,141,785,1356,OK,Tuesday,Weekday,498,2026352035,4/19/2016,2026352035-04/19/2016,1,498,540,92.22,Tuesday,Weekday,Sunday,Low Activity
2026352035,4/20/2016,2026352035-04/20/2016,7222,4.48,4.48,0,0.00,0.00,4.48,0,0,0,327,623,1667,OK,Wednesday,Weekday,461,2026352035,4/20/2016,2026352035-04/20/2016,1,461,510,90.39,Wednesday,Weekday,Sunday,Low Activity
2026352035,4/21/2016,2026352035-04/21/2016,2467,1.53,1.53,0,0.00,0.00,1.53,0,0,0,153,749,1370,OK,Thursday,Weekday,477,2026352035,4/21/2016,2026352035-04/21/2016,1,477,514,92.80,Thursday,Weekday,Sunday,Low Activity
2026352035,4/22/2016,2026352035-04/22/2016,2915,1.81,1.81,0,0.00,0.00,1.81,0,0,0,162,712,1399,OK,Friday,Weekday,520,2026352035,4/22/2016,2026352035-04/22/2016,1,520,545,95.41,Friday,Weekday,Sunday,Low Activity
2026352035,4/23/2016,2026352035-04/23/2016,12357,7.71,7.71,0,0.00,0.00,7.71,0,0,0,432,458,1916,OK,Saturday,Weekend,522,2026352035,4/23/2016,2026352035-04/23/2016,1,522,554,94.22,Saturday,Weekend,Sunday,High Activity
2026352035,4/24/2016,2026352035-04/24/2016,3490,2.16,2.16,0,0.00,0.00,2.16,0,0,0,164,704,1401,OK,Sunday,Weekend,555,2026352035,4/24/2016,2026352035-04/24/2016,1,555,591,93.91,Sunday,Weekend,Sunday,Low Activity
2026352035,4/25/2016,2026352035-04/25/2016,6017,3.73,3.73,0,0.00,0.00,3.73,0,0,0,260,821,1576,OK,Monday,Weekday,506,2026352035,4/25/2016,2026352035-04/25/2016,1,506,531,95.29,Monday,Weekday,Sunday,Low Activity
2026352035,4/26/2016,2026352035-04/26/2016,5933,3.68,3.68,0,0.00,0.00,3.68,0,0,0,288,1018,1595,MISSING SLEEP,,,,,,,,,,,,,,
2026352035,4/27/2016,2026352035-04/27/2016,6088,3.77,3.77,0,0.00,0.00,3.77,0,0,0,286,586,1593,OK,Wednesday,Weekday,508,2026352035,4/27/2016,2026352035-04/27/2016,1,508,545,93.21,Wednesday,Weekday,Sunday,Low Activity
2026352035,4/28/2016,2026352035-04/28/2016,6375,3.95,3.95,0,0.00,0.00,3.95,0,0,0,331,626,1649,OK,Thursday,Weekday,513,2026352035,4/28/2016,2026352035-04/28/2016,1,513,545,94.13,Thursday,Weekday,Sunday,Low Activity
2026352035,4/29/2016,2026352035-04/29/2016,7604,4.71,4.71,0,0.00,0.00,4.71,0,0,0,352,492,1692,OK,Friday,Weekday,490,2026352035,4/29/2016,2026352035-04/29/2016,1,490,510,96.08,Friday,Weekday,Sunday,Low Activity
2026352035,4/30/2016,2026352035-04/30/2016,4729,2.93,2.93,0,0.00,0.00,2.93,0,0,0,233,594,1506,OK,Saturday,Weekend,573,2026352035,4/30/2016,2026352035-04/30/2016,1,573,607,94.40,Saturday,Weekend,Sunday,Low Activity
2026352035,5/1/2016,2026352035-05/01/2016,3609,2.28,2.28,0,0.00,0.00,2.28,0,0,0,191,716,1447,OK,Sunday,Weekend,527,2026352035,5/1/2016,2026352035-05/01/2016,1,527,546,96.52,Sunday,Weekend,Sunday,Low Activity
2026352035,5/2/2016,2026352035-05/02/2016,7018,4.35,4.35,0,0.00,0.00,4.35,0,0,0,355,716,1690,OK,Monday,Weekday,511,2026352035,5/2/2016,2026352035-05/02/2016,1,511,543,94.11,Monday,Weekday,Sunday,Low Activity
2026352035,5/3/2016,2026352035-05/03/2016,5992,3.72,3.72,0,0.00,0.00,3.72,0,0,0,304,981,1604,MISSING SLEEP,,,,,,,,,,,,,,
2026352035,5/4/2016,2026352035-05/04/2016,6564,4.07,4.07,0,0.00,0.00,4.07,0,0,0,345,530,1658,OK,Wednesday,Weekday,538,2026352035,5/4/2016,2026352035-05/04/2016,1,538,560,96.07,Wednesday,Weekday,Sunday,Low Activity
2026352035,5/5/2016,2026352035-05/05/2016,12167,7.54,7.54,0,0.00,0.00,7.54,0,0,0,475,479,1926,OK,Thursday,Weekday,468,2026352035,5/5/2016,2026352035-05/05/2016,1,468,485,96.49,Thursday,Weekday,Sunday,High Activity
2026352035,5/6/2016,2026352035-05/06/2016,8198,5.08,5.08,0,0.00,0.00,5.08,0,0,0,383,511,1736,OK,Friday,Weekday,524,2026352035,5/6/2016,2026352035-05/06/2016,1,524,548,95.62,Friday,Weekday,Sunday,Low Activity
2026352035,5/7/2016,2026352035-05/07/2016,4193,2.60,2.60,0,0.00,0.00,2.60,0,0,0,229,665,1491,OK,Saturday,Weekend,511,2026352035,5/7/2016,2026352035-05/07/2016,1,511,521,98.08,Saturday,Weekend,Sunday,Low Activity
2026352035,5/8/2016,2026352035-05/08/2016,5528,3.45,3.45,0,0.00,0.00,3.45,0,0,0,258,610,1555,OK,Sunday,Weekend,541,2026352035,5/8/2016,2026352035-05/08/2016,1,541,568,95.25,Sunday,Weekend,Sunday,Low Activity
2026352035,5/9/2016,2026352035-05/09/2016,10685,6.62,6.62,0,0.00,0.00,6.60,0,0,0,401,543,1869,OK,Monday,Weekday,531,2026352035,5/9/2016,2026352035-05/09/2016,1,531,556,95.50,Monday,Weekday,Sunday,High Activity
2026352035,5/10/2016,2026352035-05/10/2016,254,0.16,0.16,0,0.00,0.00,0.16,0,0,0,17,1002,1141,OK,Tuesday,Weekday,357,2026352035,5/10/2016,2026352035-05/10/2016,1,357,380,93.95,Tuesday,Weekday,Sunday,Low Activity
2026352035,5/11/2016,2026352035-05/11/2016,8580,5.32,5.32,0,0.00,0.00,5.32,0,0,0,330,569,1698,OK,Wednesday,Weekday,523,2026352035,5/11/2016,2026352035-05/11/2016,1,523,553,94.58,Wednesday,Weekday,Sunday,Low Activity
2026352035,5/12/2016,2026352035-05/12/2016,8891,5.51,5.51,0,0.00,0.00,5.51,0,0,0,343,330,1364,OK,Thursday,Weekday,456,2026352035,5/12/2016,2026352035-05/12/2016,1,456,485,94.02,Thursday,Weekday,Sunday,Low Activity
2320127002,4/12/2016,2320127002-04/12/2016,10725,7.49,7.49,0,1.17,0.31,6.01,0,13,9,306,1112,2124,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/13/2016,2320127002-04/13/2016,7275,4.90,4.90,0,0.00,0.00,4.90,0,0,0,335,1105,2003,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/14/2016,2320127002-04/14/2016,3973,2.68,2.68,0,0.00,0.00,2.68,0,0,0,191,1249,1696,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/15/2016,2320127002-04/15/2016,5205,3.51,3.51,0,0.00,0.00,3.51,0,0,0,245,1195,1801,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/16/2016,2320127002-04/16/2016,5057,3.41,3.41,0,0.00,0.00,3.40,0,0,0,195,1245,1724,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/17/2016,2320127002-04/17/2016,6198,4.18,4.18,0,0.00,0.00,4.18,0,0,0,249,1191,1852,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/18/2016,2320127002-04/18/2016,6559,4.42,4.42,0,0.00,0.26,4.14,0,0,7,260,1173,1905,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/19/2016,2320127002-04/19/2016,5997,4.04,4.04,0,0.00,0.38,3.66,0,0,11,228,1201,1811,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/20/2016,2320127002-04/20/2016,7192,4.85,4.85,0,0.00,0.49,4.34,0,0,11,283,1146,1922,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/21/2016,2320127002-04/21/2016,3404,2.29,2.29,0,0.06,0.42,1.81,0,1,10,127,1302,1610,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/22/2016,2320127002-04/22/2016,5583,3.76,3.76,0,0.00,0.00,3.76,0,0,0,266,1174,1851,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/23/2016,2320127002-04/23/2016,5079,3.42,3.42,0,0.00,0.00,3.42,0,0,0,242,1129,1804,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/24/2016,2320127002-04/24/2016,4165,2.81,2.81,0,0.00,0.00,2.80,0,0,0,204,1236,1725,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/25/2016,2320127002-04/25/2016,3588,2.42,2.42,0,0.23,0.20,1.99,0,3,5,152,1280,1654,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/26/2016,2320127002-04/26/2016,3409,2.30,2.30,0,0.00,0.00,2.30,0,0,0,147,1293,1632,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/27/2016,2320127002-04/27/2016,1715,1.16,1.16,0,0.00,0.00,1.16,0,0,0,82,1358,1481,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/28/2016,2320127002-04/28/2016,1532,1.03,1.03,0,0.00,0.00,1.03,0,0,0,76,1364,1473,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/29/2016,2320127002-04/29/2016,924,0.62,0.62,0,0.00,0.00,0.62,0,0,0,45,1395,1410,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,4/30/2016,2320127002-04/30/2016,4571,3.08,3.08,0,0.00,0.00,3.07,0,0,0,234,1206,1779,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/1/2016,2320127002-05/01/2016,772,0.52,0.52,0,0.00,0.00,0.52,0,0,0,40,1400,1403,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/2/2016,2320127002-05/02/2016,3634,2.45,2.45,0,0.36,0.21,1.88,0,5,6,123,1306,1613,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/3/2016,2320127002-05/03/2016,7443,5.02,5.02,0,1.49,0.37,3.16,0,20,10,206,1204,1878,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/4/2016,2320127002-05/04/2016,1201,0.81,0.81,0,0.00,0.00,0.81,0,0,0,52,1388,1426,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/5/2016,2320127002-05/05/2016,5202,3.51,3.51,0,0.00,0.39,3.11,0,0,11,223,1206,1780,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/6/2016,2320127002-05/06/2016,4878,3.29,3.29,0,0.00,0.00,3.29,0,0,0,204,1236,1742,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/7/2016,2320127002-05/07/2016,7379,4.97,4.97,0,0.00,0.00,4.97,0,0,0,319,1121,1972,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/8/2016,2320127002-05/08/2016,5161,3.48,3.48,0,0.00,0.00,3.47,0,0,0,247,1193,1821,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/9/2016,2320127002-05/09/2016,3090,2.08,2.08,0,0.00,0.00,2.08,0,0,0,145,1295,1630,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/10/2016,2320127002-05/10/2016,6227,4.20,4.20,0,0.00,0.00,4.20,0,0,0,290,1150,1899,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/11/2016,2320127002-05/11/2016,6424,4.33,4.33,0,0.00,0.00,4.33,0,0,0,300,1140,1903,MISSING SLEEP,,,,,,,,,,,,,,
2320127002,5/12/2016,2320127002-05/12/2016,2661,1.79,1.79,0,0.00,0.00,1.79,0,0,0,128,830,1125,MISSING SLEEP,,,,,,,,,,,,,,
2347167796,4/12/2016,2347167796-04/12/2016,10113,6.83,6.83,0,2.00,0.62,4.20,0,28,13,320,964,2344,MISSING SLEEP,,,,,,,,,,,,,,
2347167796,4/13/2016,2347167796-04/13/2016,10352,7.01,7.01,0,1.66,1.94,3.41,0,19,32,195,676,2038,OK,Wednesday,Weekday,467,2347167796,4/13/2016,2347167796-04/13/2016,1,467,531,87.95,Wednesday,Weekday,Sunday,High Activity
2347167796,4/14/2016,2347167796-04/14/2016,10129,6.70,6.70,0,0.02,2.74,3.94,0,1,48,206,705,2010,OK,Thursday,Weekday,445,2347167796,4/14/2016,2347167796-04/14/2016,1,445,489,91.00,Thursday,Weekday,Sunday,High Activity
2347167796,4/15/2016,2347167796-04/15/2016,10465,6.92,6.92,0,0.07,1.42,5.43,0,1,24,284,720,2133,OK,Friday,Weekday,452,2347167796,4/15/2016,2347167796-04/15/2016,1,452,504,89.68,Friday,Weekday,Sunday,High Activity
2347167796,4/16/2016,2347167796-04/16/2016,22244,15.08,15.08,0,5.45,4.10,5.53,0,66,72,268,968,2670,MISSING SLEEP,,,,,,,,,,,,,,
2347167796,4/17/2016,2347167796-04/17/2016,5472,3.62,3.62,0,0.08,0.28,3.26,0,1,7,249,508,1882,OK,Sunday,Weekend,556,2347167796,4/17/2016,2347167796-04/17/2016,1,556,602,92.36,Sunday,Weekend,Sunday,Low Activity
2347167796,4/18/2016,2347167796-04/18/2016,8247,5.45,5.45,0,0.79,0.86,3.79,0,11,16,206,678,1944,OK,Monday,Weekday,500,2347167796,4/18/2016,2347167796-04/18/2016,1,500,557,89.77,Monday,Weekday,Sunday,Low Activity
2347167796,4/19/2016,2347167796-04/19/2016,6711,4.44,4.44,0,0.00,0.00,4.44,0,0,7,382,648,2346,OK,Tuesday,Weekday,465,2347167796,4/19/2016,2347167796-04/19/2016,1,465,514,90.47,Tuesday,Weekday,Sunday,Low Activity
2347167796,4/20/2016,2347167796-04/20/2016,10999,7.27,7.27,0,0.68,1.81,4.78,0,11,43,269,1011,2198,MISSING SLEEP,,,,,,,,,,,,,,
2347167796,4/21/2016,2347167796-04/21/2016,10080,6.75,6.75,0,1.85,1.53,3.38,0,23,26,208,761,2048,OK,Thursday,Weekday,460,2347167796,4/21/2016,2347167796-04/21/2016,1,460,484,95.04,Thursday,Weekday,Sunday,High Activity
2347167796,4/22/2016,2347167796-04/22/2016,7804,5.16,5.16,0,0.56,1.68,2.92,0,9,27,206,781,1946,OK,Friday,Weekday,405,2347167796,4/22/2016,2347167796-04/22/2016,1,405,461,87.85,Friday,Weekday,Sunday,Low Activity
2347167796,4/23/2016,2347167796-04/23/2016,16901,11.37,11.37,0,2.78,1.45,7.15,0,32,35,360,591,2629,OK,Saturday,Weekend,374,2347167796,4/23/2016,2347167796-04/23/2016,1,374,386,96.89,Saturday,Weekend,Sunday,High Activity
2347167796,4/24/2016,2347167796-04/24/2016,9471,6.26,6.26,0,0.00,0.00,6.26,0,0,0,360,584,2187,OK,Sunday,Weekend,442,2347167796,4/24/2016,2347167796-04/24/2016,1,442,459,96.30,Sunday,Weekend,Sunday,Low Activity
2347167796,4/25/2016,2347167796-04/25/2016,9482,6.38,6.38,0,1.27,0.52,4.60,0,15,11,277,653,2095,OK,Monday,Weekday,433,2347167796,4/25/2016,2347167796-04/25/2016,1,433,471,91.93,Monday,Weekday,Sunday,Low Activity
2347167796,4/26/2016,2347167796-04/26/2016,5980,3.95,3.95,0,0.00,0.00,3.95,0,0,0,227,732,1861,OK,Tuesday,Weekday,436,2347167796,4/26/2016,2347167796-04/26/2016,1,436,490,88.98,Tuesday,Weekday,Sunday,Low Activity
2347167796,4/27/2016,2347167796-04/27/2016,11423,7.58,7.58,0,1.86,0.40,5.32,0,26,9,295,623,2194,OK,Wednesday,Weekday,448,2347167796,4/27/2016,2347167796-04/27/2016,1,448,499,89.78,Wednesday,Weekday,Sunday,High Activity
2347167796,4/28/2016,2347167796-04/28/2016,5439,3.60,3.60,0,0.00,0.00,3.60,0,0,0,229,764,1854,OK,Thursday,Weekday,408,2347167796,4/28/2016,2347167796-04/28/2016,1,408,450,90.67,Thursday,Weekday,Sunday,Low Activity
2347167796,4/29/2016,2347167796-04/29/2016,42,0.03,0.03,0,0.00,0.00,0.03,0,0,0,4,2,403,OK,Friday,Weekday,411,2347167796,4/29/2016,2347167796-04/29/2016,1,411,473,86.89,Friday,Weekday,Sunday,Low Activity
2873212765,4/12/2016,2873212765-04/12/2016,8796,5.91,5.91,0,0.11,0.93,4.88,0,2,21,356,1061,1982,MISSING SLEEP,,,,,,,,,,,,,,
2873212765,4/13/2016,2873212765-04/13/2016,7618,5.12,5.12,0,0.00,0.22,4.88,0.01999999955,0,8,404,1028,2004,MISSING SLEEP,,,,,,,,,,,,,,
2873212765,4/14/2016,2873212765-04/14/2016,7910,5.32,5.32,0,0.00,0.00,5.32,0,0,0,331,1109,1893,MISSING SLEEP,,,,,,,,,,,,,,
2873212765,4/15/2016,2873212765-04/15/2016,8482,5.70,5.70,0,0.00,0.00,5.69,0.009999999776,0,0,448,992,2063,MISSING SLEEP,,,,,,,,,,,,,,
2873212765,4/16/2016,2873212765-04/16/2016,9685,6.65,6.65,0,3.11,0.02,3.51,0.009999999776,47,1,305,1087,2148,MISSING SLEEP,,,,,,,,,,,,,,
2873212765,4/17/2016,2873212765-04/17/2016,2524,1.70,1.70,0,0.00,0.35,1.34,0,0,8,160,1272,1529,MISSING SLEEP,,,,,,,,,,,,,,
2873212765,4/18/2016,2873212765-04/18/2016,7762,5.24,5.24,0,0.07,0.28,4.89,0,1,6,311,1122,1890,MISSING SLEEP,,,,,,,,,,,,,,
